% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Output 1), DC coupling, 10 x probe attenuation
% Time span 1.000 ms, time offset -2.372 ms, Precision acquisition mode, 100 averages
% Edge trigger: Channel A, level 783.5 mV, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Sine, 200.000 000 Hz, 5.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Acquired 2025-03-25 T 15:24:17 +0100
% Time (s), Channel A (Input 1) (V)
2.468664000000e-03, 1.311093e-01
2.469720000000e-03, 1.215554e-01
2.470776000000e-03, 1.125744e-01
2.471832000000e-03, 1.039167e-01
2.472888000000e-03, 9.558426e-02
2.473944000000e-03, 8.814099e-02
2.475000000000e-03, 8.084188e-02
2.476056000000e-03, 7.365953e-02
2.477112000000e-03, 6.690611e-02
2.478168000000e-03, 6.043878e-02
2.479224000000e-03, 5.455359e-02
2.480280000000e-03, 4.884069e-02
2.481336000000e-03, 4.361538e-02
2.482392000000e-03, 3.873000e-02
2.483448000000e-03, 3.396785e-02
2.484504000000e-03, 2.973864e-02
2.485560000000e-03, 2.583030e-02
2.486616000000e-03, 2.185682e-02
2.487672000000e-03, 1.829192e-02
2.488728000000e-03, 1.466299e-02
2.489784000000e-03, 1.154683e-02
2.490840000000e-03, 8.500614e-03
2.491896000000e-03, 5.582819e-03
2.492952000000e-03, 2.978675e-03
2.494008000000e-03, 6.252683e-04
2.495064000000e-03, -1.551605e-03
2.496120000000e-03, -3.657237e-03
2.497176000000e-03, -5.489186e-03
2.498232000000e-03, -7.274133e-03
2.499288000000e-03, -9.113854e-03
2.500344000000e-03, -1.084902e-02
2.501400000000e-03, -1.255255e-02
2.502456000000e-03, -1.403403e-02
2.503512000000e-03, -1.557342e-02
2.504568000000e-03, -1.674309e-02
2.505624000000e-03, -1.808485e-02
2.506680000000e-03, -1.937036e-02
2.507736000000e-03, -2.019215e-02
2.508792000000e-03, -2.126097e-02
2.509848000000e-03, -2.204538e-02
2.510904000000e-03, -2.286439e-02
2.511960000000e-03, -2.375427e-02
2.513016000000e-03, -2.436400e-02
2.514072000000e-03, -2.533900e-02
2.515128000000e-03, -2.588137e-02
2.516184000000e-03, -2.631253e-02
2.517240000000e-03, -2.655049e-02
2.518296000000e-03, -2.734841e-02
2.519352000000e-03, -2.791983e-02
2.520408000000e-03, -2.818148e-02
2.521464000000e-03, -2.885264e-02
2.522520000000e-03, -2.919239e-02
2.523576000000e-03, -2.938631e-02
2.524632000000e-03, -2.957155e-02
2.525688000000e-03, -2.995181e-02
2.526744000000e-03, -3.036021e-02
2.527800000000e-03, -3.073604e-02
2.528856000000e-03, -3.087945e-02
2.529912000000e-03, -3.111482e-02
2.530968000000e-03, -3.130598e-02
2.532024000000e-03, -3.132392e-02
2.533080000000e-03, -3.155745e-02
2.534136000000e-03, -3.184612e-02
2.535192000000e-03, -3.214053e-02
2.536248000000e-03, -3.222621e-02
2.537304000000e-03, -3.232076e-02
